EIA_ID,plant,state,USGS_ID,USGS_ID_turbinerelease,USGS_ID_totalrelease,USGS_ID_update,notes,alt_ID_turbinerelease,alt_source_turbinerelease,alt_ID_totalrelease,alt_source_totalrelease,update_flag
1608,Skinner,MA,1170500,,,,,,,,,
1620,Deerfield No. 5,MA,1170500,,,,,,,,,
1629,Cabot,MA,1170500,,,,,,,,,
1630,Cobble Mountain,MA,1170500,,,,,,,,,
1634,Gardners Falls,MA,1170500,,,,,,,,,
1637,Putts Bridge,MA,1170500,,,,,,,,,
1638,Redbridge,MA,1170500,,,,,,,,,
1693,Alcona,MI,4137500,,,,,,,,,
1694,Calkins Bridge,MI,4119000,,,,,,,,,
1698,Tippy,MI,4121970,,,,,,,,,
1700,Cooke,MI,4137500,,,,,,,,,
1701,Croton,MI,4121970,,,,,,,,,
1704,Five Channels,MI,4137500,,,,,,,,,
1705,Foote,MI,4137500,,,,,,,,,
1707,Hardy,MI,4121970,,,,,,,,,
1708,Hodenpyl,MI,4121970,,,,,,,,,
1712,Loud,MI,4137500,,,,,,,,,
1714,Mio,MI,4137500,,,,,,,,,
1716,Rogers,MI,4121970,,,,,,,,,
1722,Webber,MI,4119000,,,,,,,,,
1751,Edison Sault,MI,4137500,,,,,,,,,
1753,Berrien Springs,MI,4119000,,,,,,,,,
1754,Buchanan,MI,4119000,,,,,,,,,
1756,Saxon Falls,MI,4024000,,,,,,,,,
1757,Superior Falls,MI,4024000,,,,,,,,,
1760,Constantine,MI,4119000,,,,,,,,,
1761,Mottville,MI,4119000,,,,,,,,,
1771,Escanaba No 1,MI,4067500,,,,,,,,,
1773,Prickett,MI,4040000,,,,,,,,,
1774,Victoria,MI,4040000,,,,,,,,,
1775,Brule,WI,4067500,,,,,,,,,
1776,Chalk Hill,MI,4067500,,,,,,,,,
1777,Hemlock Falls,MI,4067500,,,,,,,,,
1778,Kingsford,MI,4067500,,,,,,,,,
1779,Lower Paint,MI,4067500,,,,,,,,,
1780,Michigamme Falls,MI,4067500,,,,,,,,,
1781,Peavy Falls,MI,4067500,,,,,,,,,
1785,Way Dam,MI,4067500,,,,,,,,,
1786,White Rapids,MI,4067500,,,,,,,,,
1787,Grand Rapids,MI,4067500,,,,,,,,,
1821,Crystal Falls,MI,4067500,,,,,,,,,
1828,Hart Lake,MI,4121970,,,,,,,,,
1833,Moores Park,MI,4119000,,,,,,,,,
1839,Tourist Park,MI,4040000,,,,,,,,,
1842,Marquette,MI,4040000,,,,,,,,,
1844,Marshall,MI,4119000,,,,,,,,,
1848,Sturgeon Falls,MI,4067500,,,,,,,,,
1852,St Louis,MI,4156000,,,,,,,,,
1856,Sturgis,MI,4119000,,,,,,,,,
1863,Riley,MI,4119000,,,,,,,,,
1865,Saint Marys Falls,MI,4137500,,,,,,,,,
1871,Kleber,MI,4137500,,,,,,,,,
1892,Blanchard,MN,5288500,,,,,,,,,
1894,Fond Du Lac,MN,4024000,,,,,,,,,
1895,Knife Falls,MN,4024000,,,,,,,,,
1896,Little Falls,MN,5288500,,,,,,,,,
1898,Pillager,MN,5288500,,,,,,,,,
1899,Scanlon,MN,4024000,,,,,,,,,
1900,Sylvan,MN,5288500,,,,,,,,,
1901,Thomson,MN,4024000,,,,,,,,,
1902,Winton,MN,5133500,,,,,,,,,
1911,Hennepin Island,MN,5288500,,,,,,,,,
1938,Bemidji Hydro,MN,5288500,,,,,,,,,
1941,Dayton Hollow,MN,5092000,,,,,,,,,
1943,Hoot Lake,MN,5092000,,,,,,,,,
1947,Pisgah,MN,5092000,,,,,,,,,
1949,Wright,MN,5092000,,,,,,,,,
1977,Granite Falls,MN,5330000,,,,,,,,,
1987,Lanesboro,MN,5378500,,,,,,,,,
2007,Rochester Hydro,MN,5378500,,,,,,,,,
2009,Redwood Falls,MN,5330000,,,,,,,,,
2014,Thief River Falls,MN,5092000,,,,,,,,,
2099,Niangua,MO,6926510,,,,,,,,,
2106,Osage,MO,6926510,,,,,,,,,
2124,Stockton,MO,6926510,,,,,,,,,
2166,Table Rock,MO,7074850,,,,,,,,,
2227,Jeffrey,NE,6796000,,,,,,,,,
2228,Johnson 1,NE,6796000,,,,,,,,,
2229,Johnson 2,NE,6796000,,,,,,,,,
2260,Columbus,NE,6796000,,,,,,,,,
2268,Kearney,NE,6796000,,,,,,,,,
2273,Monroe,NE,6793000,,,,,,,,,
2274,North Platte,NE,6764880,,,,,,,,,
2303,Spalding,NE,NA,,,,,,,,,
2349,Comerford,NH,1170500,,,,,,,,,
2351,S C Moore,NH,1170500,,,,,,,,,
2352,Vernon,NH,1170500,,,,,,,,,
2353,Wilder,NH,1170500,,,,,,,,,
2354,Amoskeag,NH,1100000,,,,,,,,,
2355,Ayers Island,NH,1100000,,,,,,,,,
2356,Eastman Falls,NH,1100000,,,,,,,,,
2357,Garvins Falls,NH,1100000,,,,,,,,,
2358,Gorham,NH,1059000,,,,,,,,,
2359,Hooksett,NH,1100000,,,,,,,,,
2360,Jackman,NH,1100000,,,,,,,,,
2368,Smith,NH,1059000,,,,,,,,,
2481,Dashville,NY,1358000,,,,,,,,,
2483,Neversink,NY,1463500,,,,,,,,,
2486,Sturgeon,NY,1358000,,,,,,,,,
2522,Cadyville,NY,4268000,,,,,,,,,
2530,High Falls,NY,4268000,,,,,,,,,
2532,Kent Falls,NY,4268000,,,,,,,,,
2540,Allens Falls,NY,4268000,,,,,,,,,
2543,Beardslee,NY,1358000,,,,,,,,,
2544,Belfort,NY,4268000,,,,,,,,,
2545,Bennetts Bridge,NY,4260500,,,,,,,,,
2546,Black River,NY,4268000,,,,,,,,,
2547,Blake,NY,4268000,,,,,,,,,
2548,Browns Falls,NY,4268000,,,,,,,,,
2550,Chasm,NY,4268000,,,,,,,,,
2551,Colton,NY,4268000,,,,,,,,,
2552,Deferiet,NY,4268000,,,,,,,,,
2555,Eagle,NY,4268000,,,,,,,,,
2556,Eel Weir,NY,4268000,,,,,,,,,
2557,Effley,NY,4268000,,,,,,,,,
2559,Elmer,NY,4268000,,,,,,,,,
2560,Ephratah,NY,1358000,,,,,,,,,
2561,East Norfolk,NY,4268000,,,,,,,,,
2562,Five Falls,NY,4268000,,,,,,,,,
2563,Flat Rock,NY,4268000,,,,,,,,,
2564,Franklin,NY,4268000,,,,,,,,,
2566,Fulton,NY,4260500,,,,,,,,,
2568,Glenwood,NY,4231600,,,,,,,,,
2569,Granby,NY,4260500,,,,,,,,,
2571,Hannawa,NY,4268000,,,,,,,,,
2572,Herrings,NY,4268000,,,,,,,,,
2573,Heuvelton,NY,4268000,,,,,,,,,
2574,High Dam,NY,4260500,,,,,,,,,
2575,High Falls,NY,4268000,,,,,,,,,
2576,Higley,NY,4268000,,,,,,,,,
2578,Hydraulic Race,NY,4231600,,,,,,,,,
2579,Inghams,NY,1358000,,,,,,,,,
2580,Johnsonville,NY,1358000,,,,,,,,,
2581,Kamargo,NY,4268000,,,,,,,,,
2582,Lighthouse Hill,NY,4260500,,,,,,,,,
2583,Macomb,NY,4268000,,,,,,,,,
2586,Minetto,NY,4260500,,,,,,,,,
2588,Moshier,NY,4268000,,,,,,,,,
2590,Norfolk,NY,4268000,,,,,,,,,
2591,Norwood,NY,4268000,,,,,,,,,
2595,Oswego Falls East,NY,4260500,,,,,,,,,
2596,Oswego Falls West,NY,4260500,,,,,,,,,
2597,Parishville,NY,4268000,,,,,,,,,
2598,Piercefield,NY,4268000,,,,,,,,,
2599,Prospect,NY,1358000,,,,,,,,,
2600,Rainbow,NY,4268000,,,,,,,,,
2601,Raymondville,NY,4268000,,,,,,,,,
2604,South Edwards,NY,4268000,,,,,,,,,
2605,School Street,NY,1358000,,,,,,,,,
2606,Schaghticoke,NY,1358000,,,,,,,,,
2607,Schuylerville,NY,1358000,,,,,,,,,
2608,Sewalls,NY,4268000,,,,,,,,,
2609,Sherman Island,NY,1358000,,,,,,,,,
2610,Soft Maple,NY,4268000,,,,,,,,,
2611,South Colton,NY,4268000,,,,,,,,,
2612,Spier Falls,NY,1358000,,,,,,,,,
2613,Stark,NY,4268000,,,,,,,,,
2614,Stewarts Bridge,NY,1358000,,,,,,,,,
2616,Sugar Island,NY,4268000,,,,,,,,,
2617,Taylorville,NY,4268000,,,,,,,,,
2619,Trenton Falls,NY,1358000,,,,,,,,,
2621,Varick,NY,4260500,,,,,,,,,
2623,Waterport,NY,4231600,,,,,,,,,
2624,Yaleville,NY,4268000,,,,,,,,,
2627,Grahamsville,NY,1463500,,,,,,,,,
2630,Mongaup,NY,1463500,,,,,,,,,
2631,Rio,NY,1463500,,,,,,,,,
2634,Swinging Bridge 2,NY,1463500,,,,,,,,,
2638,Rochester 26,NY,4231600,,,,,,,,,
2639,Rochester 2,NY,4231600,,,,,,,,,
2641,Rochester 5,NY,4231600,,,,,,,,,
2646,Wiscoy 170,NY,4231600,,,,,,,,,
2685,Crescent,NY,1358000,,,,,,,,,
2686,Vischer Ferry,NY,1358000,,,,,,,,,
2693,Robert Moses Niagara,NY,4213500,,,,,,,,,
2694,Robert Moses - St. Lawrence,NY,4268000,,,,,,,,,
2700,Watertown,NY,4268000,,,,,,,,,
2707,Blewett,NC,2135200,,,,,,,,,
2710,Marshall,NC,3455000,,,,,,,,,
2714,Tillery,NC,2135200,,,,,,,,,
2715,Walters,NC,3455000,,,,,,,,,
2719,Bridgewater,NC,2171500,,,,,,,,,
2722,Cowans Ford,NC,2171500,,,,,,,,,
2726,Lookout Shoals,NC,2171500,,,,,,,,,
2728,Mountain Island,NC,2171500,,,,,,,,,
2729,Oxford,NC,2171500,,,,,,,,,
2730,Rhodhiss,NC,2171500,,,,,,,,,
2735,Turner Shoals,NC,2171500,,,,,,,,,
2736,Tuxedo,NC,2171500,,,,,,,,,
2741,Bear Creek,NC,3455000,,,,,,,,,
2742,Bryson,NC,3455000,,,,,,,,,
2743,Cedar Cliff,NC,3455000,,,,,,,,,
2745,Franklin,NC,3455000,,,,,,,,,
2746,Mission,NC,3566000,,,,,,,,,
2747,Nantahala,NC,3455000,,,,,,,,,
2749,East Fork,NC,3455000,,,,,,,,,
2750,Thorpe,NC,3455000,,,,,,,,,
2751,Tuckasegee,NC,3455000,,,,,,,,,
2756,Gaston,NC,2080500,,,,,,,,,
2758,Roanoke Rapids,NC,2080500,,,,,,,,,
2773,Lake Lure,NC,2171500,,,,,,,,,
2778,Chatuge,NC,3566000,,,,,,,,,
2779,Fontana Dam,NC,3455000,,,,,,,,,
2780,Hiwassee Dam,NC,3566000,,,,,,,,,
2815,Garrison,ND,6342500,,,,,,,,,
2980,Markham Ferry,OK,7185000,,,,,,,,,
2981,Pensacola,OK,7185000,,,,,,,,,
2984,Keystone,OK,7152500,,,,,,,,,
2985,Robert S Kerr,OK,7263451,,,,,,,,,
2987,Webbers Falls,OK,7263451,,,,,,,,,
3003,Fort Gibson,OK,7185000,,,,,,,,,
3004,Tenkiller Ferry,OK,7263451,,,,,,,,,
3117,York Haven,PA,1576000,,,,,,,,,
3124,Piney,PA,3049500,,,,,,,,,
3145,Holtwood,PA,1576000,,,,,,,,,
3153,Wallenpaupack,PA,1463500,,,,,,,,,
3175,Safe Harbor,PA,1576000,,,,,,,,,
3253,Boyds Mill Hydro,SC,2171500,,,,,,,,,
3254,Buzzard Roost,SC,2171500,,,,,,,,,
3255,Cedar Creek,SC,2171500,,,,,,,,,
3256,Dearborn,SC,2171500,,,,,,,,,
3257,Fishing Creek,SC,2171500,,,,,,,,,
3258,Gaston Shoals,SC,2171500,,,,,,,,,
3259,Great Falls,SC,2171500,,,,,,,,,
3261,Hollidays Bridge,SC,2171500,,,,,,,,,
3267,Saluda,SC,2171500,,,,,,,,,
3270,Wateree,SC,2171500,,,,,,,,,
3271,Wylie,SC,2171500,,,,,,,,,
3272,99 Islands,SC,2171500,,,,,,,,,
3275,Lockhart,SC,2171500,,,,,,,,,
3283,Columbia Canal,SC,2171500,,,,,,,,,
3289,Neal Shoals,SC,2171500,,,,,,,,,
3290,Parr,SC,2171500,,,,,,,,,
3293,Saluda,SC,2171500,,,,,,,,,
3305,Rocky River,SC,2198500,,,,,,,,,
3319,Jefferies,SC,2171500,,,,,,,,,
3321,Santee,SC,2171500,,,,,,,,,
3323,J Strom Thurmond,SC,2198500,,,,,,,,,
3356,Oahe,SD,6452000,,,,,,,,,
3373,Fort Randall,SD,6485500,,,,,,,,,
3375,Big Bend,SD,6452000,,,,,,,,,
3394,Apalachia,TN,3566000,,,,,,,,,
3395,Boone Dam,TN,3455000,,,,,,,,,
3397,Cherokee Dam,TN,3455000,,,,,,,,,
3398,Chickamauga,TN,3566000,,,,,,,,,
3400,Douglas Dam,TN,3455000,,,,,,,,,
3401,Fort Patrick Henry,TN,3455000,,,,,,,,,
3402,Fort Loudoun,TN,3455000,,,,,,,,,
3404,Great Falls,TN,3431500,,,,,,,,,
3408,Melton Hill,TN,3455000,,,,,,,,,
3409,Nickajack,TN,3566000,,,,,,,,,
3411,Norris Dam,TN,3455000,,,,,,,,,
3412,Ocoee 1,TN,3566000,,,,,,,,,
3413,Ocoee 2,TN,3566000,,,,,,,,,
3414,Ocoee 3,TN,3566000,,,,,,,,,
3415,Pickwick Landing Dam,TN,3603000,,,,,,,,,
3416,South Holston,TN,3455000,,,,,,,,,
3417,Tims Ford,TN,3584600,,,,,,,,,
3418,Watauga,TN,3455000,,,,,,,,,
3420,Watts Bar Hydro,TN,3566000,,,,,,,,,
3421,Wilbur,TN,3455000,,,,,,,,,
3423,Cordell Hull,TN,3431500,,,,,,,,,
3424,Dale Hollow,TN,3431500,,,,,,,,,
3426,Old Hickory,TN,3431500,,,,,,,,,
3428,J P Priest,TN,3431500,,,,,,,,,
3437,Eagle Pass,TX,NA,,,,,,,,,
3581,Abbott TP 3,TX,8176500,,,,,,,,,
3582,Dunlap TP 1,TX,8176500,,,,,,,,,
3583,H 4,TX,8176500,,,,,,,,,
3584,H 5,TX,8176500,,,,,,,,,
3585,Nolte,TX,8176500,,,,,,,,,
3586,TP 4,TX,8176500,,,,,,,,,
3594,Austin,TX,8162500,,,,,,,,,
3595,Buchanan,TX,8162500,,,,,,,,,
3597,Granite Shoals,TX,8162500,,,,,,,,,
3598,Inks,TX,8162500,,,,,,,,,
3599,Marble Falls,TX,8162500,,,,,,,,,
3600,Marshall Ford,TX,8162500,,,,,,,,,
3707,Arnold Falls,VT,1170500,,,,,,,,,
3709,Bradford,VT,1170500,,,,,,,,,
3710,Cavendish,VT,1170500,,,,,,,,,
3711,Clark Falls,VT,4268000,,,,,,,,,
3712,Fairfax Falls,VT,4268000,,,,,,,,,
3713,Gage,VT,1170500,,,,,,,,,
3714,Glen,VT,4268000,,,,,,,,,
3716,Lower Middlebury,VT,4268000,,,,,,,,,
3717,Milton,VT,4268000,,,,,,,,,
3718,Passumpsic,VT,1170500,,,,,,,,,
3719,Patch,VT,4268000,,,,,,,,,
3720,Peterson,VT,4268000,,,,,,,,,
3721,Pierce Mills,VT,1170500,,,,,,,,,
3722,Pittsford,VT,4268000,,,,,,,,,
3724,Salisbury,VT,4268000,,,,,,,,,
3725,Silver Lake,VT,4268000,,,,,,,,,
3727,Taftsville,VT,1170500,,,,,,,,,
3728,Weybridge,VT,4268000,,,,,,,,,
3731,Newport,VT,4268000,,,,,,,,,
3737,Essex Junction 19,VT,4268000,,,,,,,,,
3739,Marshfield 6,VT,4268000,,,,,,,,,
3740,Middlesex 2,VT,4268000,,,,,,,,,
3743,West Danville 15,VT,1170500,,,,,,,,,
3745,Bellows Falls,NH,1170500,,,,,,,,,
3746,Harriman,VT,1170500,,,,,,,,,
3750,Canaan,NH,1170500,,,,,,,,,
3753,Barton Village,VT,4268000,,,,,,,,,
3757,Kendall,VT,4268000,,,,,,,,,
3762,Great Falls,VT,1170500,,,,,,,,,
3763,Vail,VT,1170500,,,,,,,,,
3764,Morrisville,VT,4268000,,,,,,,,,
3765,Cadys Falls,VT,4268000,,,,,,,,,
3772,Buck,VA,3198000,,,,,,,,,
3773,Byllesby,VA,3198000,,,,,,,,,
3774,Claytor,VA,3198000,,,,,,,,,
3777,Leesville,VA,2080500,,,,,,,,,
3778,Niagara,VA,2080500,,,,,,,,,
3779,Reusens,VA,2037500,,,,,,,,,
3780,Smith Mountain,VA,2080500,,,,,,,,,
3789,Luray,VA,1646500,,,,,,,,,
3790,Newport,VA,1646500,,,,,,,,,
3798,Cushaw,VA,2037500,,,,,,,,,
3821,Bedford,VA,2037500,,,,,,,,,
3825,Pinnacles,VA,2080500,,,,,,,,,
3826,Martinsville,VA,2080500,,,,,,,,,
3827,Radford,VA,3198000,,,,,,,,,
3833,John H Kerr,VA,2080500,,,,,,,,,
3834,Philpott Lake,VA,2080500,,,,,,,,,
3971,Biron,WI,5407000,,,,,,,,,
3972,Du Bay,WI,5407000,,,,,,,,,
3973,Stevens Point,WI,5407000,,,,,,,,,
3974,Wisconsin Rapids,WI,5407000,,,,,,,,,
3975,Whiting,WI,5407000,,,,,,,,,
3983,Big Falls,WI,5369500,,,,,,,,,
3985,Hayward Hydro,WI,5340500,,,,,,,,,
3986,Ladysmith,WI,5369500,,,,,,,,,
3988,Thornapple,WI,5369500,,,,,,,,,
3989,White River,WI,4024000,,,,,,,,,
3995,Arpin Dam,WI,5369500,,,,,,,,,
3997,Winter,WI,5369500,,,,,,,,,
3998,Cedar Falls,WI,5369500,,,,,,,,,
4000,Chippewa Falls,WI,5369500,,,,,,,,,
4002,Dells,WI,5369500,,,,,,,,,
4007,Holcombe,WI,5369500,,,,,,,,,
4008,Jim Falls,WI,5369500,,,,,,,,,
4009,Menomonie,WI,5369500,,,,,,,,,
4010,Riverdale,WI,5340500,,,,,,,,,
4011,St Croix Falls,WI,5340500,,,,,,,,,
4012,Trego,WI,5340500,,,,,,,,,
4015,Wissota,WI,5369500,,,,,,,,,
4018,Clam River,WI,5340500,,,,,,,,,
4043,Appleton,WI,4067500,,,,,,,,,
4044,Oconto Falls,WI,4067500,,,,,,,,,
4045,Pine,WI,4067500,,,,,,,,,
4053,Kilbourn,WI,5407000,,,,,,,,,
4056,Prairie Du Sac,WI,5407000,,,,,,,,,
4060,Alexander,WI,5407000,,,,,,,,,
4061,Caldron Falls,WI,4067500,,,,,,,,,
4063,Grandfather Falls,WI,5407000,,,,,,,,,
4064,Hat Rapids,WI,5407000,,,,,,,,,
4065,High Falls,WI,4067500,,,,,,,,,
4066,Jersey,WI,5407000,,,,,,,,,
4067,Johnson Falls,WI,4067500,,,,,,,,,
4068,Merrill,WI,5407000,,,,,,,,,
4069,Otter Rapids,WI,5407000,,,,,,,,,
4070,Peshtigo,WI,4067500,,,,,,,,,
4071,Potato Rapids,WI,4067500,,,,,,,,,
4074,Sandstone Rapids,WI,4067500,,,,,,,,,
4075,Tomahawk,WI,5407000,,,,,,,,,
4077,Wausau,WI,5407000,,,,,,,,,
4079,Castle Rock,WI,5407000,,,,,,,,,
4080,Petenwell,WI,5407000,,,,,,,,,
4102,Barron,WI,5369500,,,,,,,,,
4104,Black River Falls,WI,5378500,,,,,,,,,
4119,Little Chute,WI,4067500,,,,,,,,,
4122,Rapide Croche,WI,4067500,,,,,,,,,
4128,Merrillan,WI,5378500,,,,,,,,,
4133,River Falls,WI,5378500,,,,,,,,,
4134,Powell Falls,WI,5340500,,,,,,,,,
4142,Flambeau,WI,5369500,,,,,,,,,
4147,Stiles,WI,4067500,,,,,,,,,
4201,Combined Locks,WI,4067500,,,,,,,,,
4246,Village Plant,VT,4268000,,,,,,,,,
4248,Elk Rapids,MI,4121970,,,,,,,,,
4258,Greenup,OH,3277200,,,,,,,,,
6006,Racine,OH,3107500,,,,,,,,,
6012,Sherman,MA,1170500,,,,,,,,,
6047,Deerfield No. 2,MA,1170500,,,,,,,,,
6083,Deerfield No. 3,MA,1170500,,,,,,,,,
6086,Cornell,WI,5369500,,,,,,,,,
6087,Wallace Dam,GA,2226000,,,,,,,,,
6119,Deerfield No. 4,MA,1170500,,,,,,,,,
6128,Amistad Dam & Power,TX,NA,,,,,,,,,
6130,Carters,GA,2420000,,,,,,,,,
6131,Jones Bluff,AL,2420000,,,,,,,,,
6132,Richard B Russell,GA,2198500,,,,,,,,,
6133,West Point,GA,2359170,,,,,,,,,
6140,Clarence Cannon,MO,5587450,,,,,,,,,
6142,Ozark,AR,7263451,,,,,,,,,
6168,Lake Anna,VA,2037500,,,,,,,,,
6171,Laurel,KY,3431500,,,,,,,,,
6188,Harris,AL,2420000,,,,,,,,,
6231,Apple River,WI,5340500,,,,,,,,,
6280,Ozark Beach,MO,7074850,,,,,,,,,
6378,Dwight,MA,1170500,,,,,,,,,
6379,Indian Orchard,MA,1170500,,,,,,,,,
6388,Turners Falls,MA,1170500,,,,,,,,,
6410,Falcon Dam & Power,TX,NA,,,,,,,,,
6413,Sam Rayburn,TX,8040600,,,,,,,,,
6414,Whitney,TX,8096500,,,,,,,,,
6415,Broken Bow,OK,7344370,,,,,,,,,
6416,Denison,TX,7316000,,,,,,,,,
6417,Center Hill,TN,3431500,,,,,,,,,
6418,Cheatham,TN,3431500,,,,,,,,,
6419,Eufaula Dam,OK,7245000,,,,,,,,,
6438,Queens Creek,NC,3455000,,,,,,,,,
6440,Wilson Dam,AL,3584600,,,,,,,,,
6450,Proctor,VT,4268000,,,,,,,,,
6451,Beldens,VT,4268000,,,,,,,,,
6453,Center Rutland,VT,4268000,,,,,,,,,
6454,Upper Weed,WI,4067500,,,,,,,,,
6456,Carver Falls,VT,4268000,,,,,,,,,
6475,Gorge 18,VT,4268000,,,,,,,,,
6477,Wolcott,VT,4268000,,,,,,,,,
6483,Mcindoes,NH,1170500,,,,,,,,,
6486,Mill C,NY,4268000,,,,,,,,,
6517,Keowee,SC,2198500,,,,,,,,,
6519,Vergennes 9,VT,4268000,,,,,,,,,
6520,Waterbury 22,VT,4268000,,,,,,,,,
6526,Rainbow Falls,NY,4268000,,,,,,,,,
6527,E J West,NY,1358000,,,,,,,,,
6529,Searsburg,VT,1170500,,,,,,,,,
6540,Taplin Gorge,MN,5092000,,,,,,,,,
6543,Dam 4,WV,1646500,,,,,,,,,
6544,Dam 5,WV,1646500,,,,,,,,,
6546,Millville,WV,1646500,,,,,,,,,
6560,London,WV,3198000,,,,,,,,,
6561,Marmet,WV,3198000,,,,,,,,,
6562,Winfield,WV,3198000,,,,,,,,,
6595,Toledo Bend,TX,8030500,,,,,,,,,
6618,Highgate Falls,VT,4268000,,,,,,,,,
6624,Gavins Point,NE,6485500,,,,,,,,,
6636,Lake Lynn Power Station,WV,3085000,,,,,,,,,
6789,St Stephen,SC,2171500,,,,,,,,,
7040,James Trimble Lock and Dam,AR,7263451,,,,,,,,,
7051,North Branch 3,VT,4268000,,,,,,,,,
7056,Bolton Falls,VT,4268000,,,,,,,,,
7115,Hoist,MI,4040000,,,,,,,,,
7116,McClure,MI,4040000,,,,,,,,,
7117,Autrain,MI,4040000,,,,,,,,,
7118,Cataract,MI,4067500,,,,,,,,,
7128,Raystown,PA,1576000,,,,,,,,,
7135,Arthur Ormond Lock & Dam,AR,7263451,,,,,,,,,
7166,Murray,AR,7263451,,,,,,,,,
7191,Tallassee Shoals,GA,2226000,,,,,,,,,
7200,Robert D Willis,TX,8040600,,,,,,,,,
7246,Dam 2,AR,NA,,,,,,,,,
7279,O'Shaughnessy Hydro,OH,3237020,,,,,,,,,
7394,Gonzales Hydro Plant,TX,8176500,,,,,,,,,
7474,Upper Sterling,IL,5446500,,,,,,,,,
7545,Kaw Hydro,OK,7152500,,,,,,,,,
7583,Talcville,NY,4268000,,,,,,,,,
7594,Belleville,WV,3107500,,,,,,,,,
7657,Auglaize Hydro,OH,4193500,,,,,,,,,
7804,Portland,MI,4119000,,,,,,,,,
7807,Hamilton,OH,3274000,,,,,,,,,
7812,Weed,WI,4067500,,,,,,,,,
7820,Big Quinnesec Falls,MI,4067500,,,,,,,,,
7821,Old Quinnesec Falls,MI,4067500,,,,,,,,,
7822,Kaukauna,WI,4067500,,,,,,,,,
8004,Fife Brook,MA,1170500,,,,,,,,,
9864,Holyoke No. 1,MA,1170500,,,,,,,,,
10025,Kodak Park Site,NY,4231600,,,,,,,,,
10036,Hosiery Mill,NH,1100000,,,,,,,,,
10051,Lockville Hydropower,NC,2105769,,,,,,,,,
10054,Middle Appleton,WI,4067500,,,,,,,,,
10059,Somersworth,NH,1064140,,,,,,,,,
10063,Derby Hydro,CT,1127000,,,,,,,,,
10109,Steven Mills,NH,1100000,,,,,,,,,
10116,Emeryville,NY,4268000,,,,,,,,,
10121,High Shoals Hydro,GA,2226000,,,,,,,,,
10124,Hollow Dam Power Partnership,NY,4268000,,,,,,,,,
10137,Deweys Mill,VT,1170500,,,,,,,,,
10152,Warrior Ridge Hydro,PA,1576000,,,,,,,,,
10155,Brasfield,VA,2037500,,,,,,,,,
10173,Cherokee Falls,SC,2171500,,,,,,,,,
10181,Craggy Dam,NC,3455000,,,,,,,,,
10183,Mine Falls Generating Station,NH,1100000,,,,,,,,,
10196,Moose River,NY,4268000,,,,,,,,,
10197,Philadlephia,NY,4268000,,,,,,,,,
10214,Lower Saranac Hydroelectric Facility,NY,4268000,,,,,,,,,
10218,Warrensburg Hydroelectric,NY,1358000,,,,,,,,,
10219,Middle Falls,NY,1358000,,,,,,,,,
10220,Sissonville Hydro,NY,4268000,,,,,,,,,
10221,New York State Dam Hydro,NY,1358000,,,,,,,,,
10237,Diana Hydroelectric,NY,4268000,,,,,,,,,
10238,Dolgeville Hydro,NY,1358000,,,,,,,,,
10255,West Enfield,ME,1034500,,,,,,,,,
10258,Saxapahaw,NC,2105769,,,,,,,,,
10276,Clement Dam Hydro LLC,NH,1100000,,,,,,,,,
10279,Kansas River,KS,6892350,,,,,,,,,
10285,Townsend Hydro,PA,3107500,,,,,,,,,
10286,Cornell Hydro,NY,4260500,,,,,,,,,
10453,LAC Courte Oreilles Hydroelect,WI,5369500,,,,,,,,,
10467,Mohawk Paper Mills,NY,1358000,,,,,,,,,
10487,International Falls Power,MN,5133500,,,,,,,,,
10490,Upper Beaver Falls,NY,4268000,,,,,,,,,
10493,Rumford Falls Power,ME,1059000,,,,,,,,,
10494,Sheldon Springs Hydroelectric,VT,4268000,,,,,,,,,
10519,Milton Hydro,NH,1064140,,,,,,,,,
10520,Dayton,IL,5543500,,,,,,,,,
10523,Benton Falls,ME,1049265,,,,,,,,,
10526,Dodge Falls Associates,NH,1170500,,,,,,,,,
10530,Feeder Dam,NY,1358000,,,,,,,,,
10531,Beebee Island,NY,4268000,,,,,,,,,
10538,Dexter Plant,NY,4268000,,,,,,,,,
10539,Theresa Plant,NY,4268000,,,,,,,,,
10540,Diamond Island Plant,NY,4268000,,,,,,,,,
10544,Hailesboro 4 Plant,NY,4268000,,,,,,,,,
10545,High Falls,NY,4268000,,,,,,,,,
10546,Patterson,PA,3107500,,,,,,,,,
10547,Pyrites Plant,NY,4268000,,,,,,,,,
10550,High Shoals Hydro,NC,2171500,,,,,,,,,
10555,Brassua Hydroelectric Project,ME,1049265,,,,,,,,,
10556,Boott Hydropower,MA,1100000,,,,,,,,,
10570,Errol Hydroelectric Project,NH,1059000,,,,,,,,,
10608,Gilman Mill,VT,1170500,,,,,,,,,
10613,WoodlandMill,ME,1021000,,,,,,,,,
10656,French Paper Hydro,MI,4119000,,,,,,,,,
10686,Grand Rapids,MN,5288500,,,,,,,,,
10687,Black River Hydro Associates,NY,4268000,,,,,,,,,
10694,Pepperell Hydro Power Plant,MA,1100000,,,,,,,,,
10728,Barker Lower,ME,1059000,,,,,,,,,
10752,Lachute Hydro Lower,NY,4268000,,,,,,,,,
10753,Lachute Hydro Upper,NY,4268000,,,,,,,,,
10787,Piedmont Hydro Power Project,SC,2171500,,,,,,,,,
10798,Fries Hydroelectric Project,VA,3198000,,,,,,,,,
